PDB_Code,Actual,Predicted,Correct,Prob_HEME,Prob_FAD,Prob_Zn2,Prob_Cu1,Prob_Cofactorless
3NKM,Zn2+,Zn2+,1,0.00016761918,0.00013665069,0.9993519,0.00020698541,0.00013685193
3RZV,Zn2+,Zn2+,1,0.0023564233,0.016954603,0.83544856,0.0026119957,0.14262843
5SLD,Zn2+,Zn2+,1,0.0852953,0.052581325,0.53447855,0.31379542,0.01384941
7G59,Zn2+,Zn2+,1,4.046048e-05,9.601481e-05,0.9997243,7.9317026e-05,5.986752e-05
1FXU,Zn2+,HEME,0,0.5764846,0.056067698,0.021397231,0.12985034,0.21620013
8AA6,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
6QSQ,Zn2+,Zn2+,1,0.0073697288,0.42589957,0.55744904,0.0006423892,0.008639289
6VDN,Zn2+,Zn2+,1,0.015442411,0.022414722,0.8827629,0.008640156,0.070739836
5JC6,Zn2+,Zn2+,1,0.0018775646,0.017700577,0.9394702,0.017878868,0.023072876
7KZ7,Zn2+,Cofactorless,0,0.00048439647,0.0001525877,0.27908963,0.003772419,0.71650094
4RSY,Zn2+,Zn2+,1,0.0003953804,0.00034039255,0.9943072,0.0020845507,0.0028724335
1HS6,Zn2+,FAD,0,0.106283866,0.5924592,0.15128782,0.07459533,0.075373776
2AXR,Zn2+,Zn2+,1,0.13684574,0.093354695,0.70797837,0.0049514137,0.05686973
9FTQ,Zn2+,Zn2+,1,0.0003138643,0.008341229,0.9890865,0.0017663618,0.00049201935
7MHH,Zn2+,Cofactorless,0,0.0010337672,0.0027937975,0.0020547842,0.0037805776,0.99033713
3RC6,Zn2+,Zn2+,1,0.0061346,0.008696498,0.91778517,0.004086205,0.063297465
6YO7,Zn2+,Zn2+,1,2.1558773e-05,6.41189e-05,0.9998078,1.4889029e-05,9.170481e-05
8OGD,Zn2+,Zn2+,1,1.1101226e-05,3.5453624e-05,0.9998721,1.4067929e-05,6.728648e-05
4BM9,Zn2+,Cofactorless,0,0.0011246189,0.05678015,0.42939925,0.0010453251,0.5116506
4I0G,Zn2+,Zn2+,1,0.0051449863,0.010347719,0.9236192,0.00083717983,0.06005089
8ATJ,Zn2+,Cofactorless,0,0.17518829,0.027986443,0.10859296,0.23442714,0.45380518
4EL4,Zn2+,Zn2+,1,0.003100272,0.0062955073,0.9718292,0.00042711044,0.018347967
8P95,Zn2+,Zn2+,1,0.0010312562,0.0002529514,0.9891334,0.0021898022,0.0073925667
4N5P,Zn2+,Zn2+,1,0.0005035601,0.0001650951,0.99680483,0.0020277794,0.0004987495
5OJH,Zn2+,Cofactorless,0,0.0050669587,0.025520615,0.044176534,0.05349173,0.8717441
4MZI,Zn2+,Zn2+,1,0.067883454,0.008871049,0.48492843,0.01227334,0.42604372
5AIJ,Zn2+,FAD,0,0.29127136,0.66626126,0.037035428,0.00296695,0.0024649915
7OXD,Zn2+,Zn2+,1,0.35198617,0.15296002,0.3606395,0.00636947,0.12804484
3Q1D,Zn2+,Cofactorless,0,0.15101299,0.022349816,0.09633592,0.15910311,0.57119817
2XEF,Zn2+,Zn2+,1,0.00052662636,0.049403325,0.9450594,0.0011009856,0.003909664
5KBL,Cu+,Cu+,1,0.001685102,0.00024417203,0.0033313069,0.989856,0.0048833876
3FSA,Cu+,Cu+,1,5.6774516e-05,4.1402145e-05,0.00011255514,0.99905103,0.00073823036
2FK2,Cu+,Zn2+,0,0.20193551,0.015222378,0.53244853,0.12964034,0.120753214
2FT8,Cu+,Cu+,1,5.551006e-05,3.8049548e-05,0.00016838805,0.9989411,0.00079689437
1UUX,Cu+,Cu+,1,0.007008901,0.0064553507,0.0052188775,0.9546233,0.026693558
2IDS,Cu+,Cu+,1,5.5316872e-05,3.3074524e-05,4.890485e-05,0.9997029,0.00015981696
4DP6,Cu+,Cu+,1,0.00012066429,1.6630684e-05,0.00015289456,0.9992829,0.00042698177
2GBA,Cu+,Cu+,1,5.9276073e-05,5.686483e-05,5.937248e-05,0.99971217,0.00011233142
4F2E,Cu+,Cu+,1,0.00082268333,0.0014368007,0.015724294,0.9455397,0.036476474
5C92,Cu+,Zn2+,0,0.058939613,0.14760803,0.44094884,0.036264215,0.31623933
3EIM,Cu+,Zn2+,0,0.000174938,4.0911473e-05,0.9992786,0.00010421945,0.00040135617
4L05,Cu+,Zn2+,0,0.006878366,0.00088524166,0.9737395,0.016349796,0.0021470496
6RW7,Cu+,Cofactorless,0,0.0049181515,0.0034922727,0.28430393,0.021342257,0.6859434
4DP1,Cu+,Cu+,1,0.00012066429,1.6630684e-05,0.00015289456,0.9992829,0.00042698177
4DP4,Cu+,Cu+,1,0.00012066429,1.6630684e-05,0.00015289456,0.9992829,0.00042698177
6EK9,Cu+,Cu+,1,0.0019458111,0.0008415947,0.00073178724,0.99566025,0.0008205686
2RAC,Cu+,Cu+,1,8.695717e-05,5.2547035e-05,8.034043e-05,0.9995937,0.00018654058
3ZDW,Cu+,Cu+,1,0.00058520335,0.006095049,0.017466912,0.97168803,0.0041648443
